age,annual_income,employment_years,loan_amount,loan_term_months,interest_rate,credit_score,num_credit_lines,num_delinquent_accounts,monthly_payment_capacity,last_audit_team_id,loan_defaulted
38,40623.46,1.3,26232.46,24,14.24,448,2,0,2122.82,16,0
45,199823.47,7.8,6551.36,36,7.09,733,3,0,16449.4,11,0
48,51238.47,3.8,11404.17,36,9.89,595,5,0,3902.48,6,0
35,48640.96,1.1,24230.74,24,9.15,644,0,0,2944.77,7,0
30,33416.44,1.6,24399.76,48,11.04,549,2,0,2153.6,5,1
26,171634.13,16.0,15330.58,48,11.16,547,4,0,13905.43,14,0
51,41234.18,4.9,68752.01,36,6.66,773,1,0,1323.99,11,0
33,15000.0,2.2,6856.01,24,9.32,650,2,0,935.78,7,0
32,34577.81,3.1,9833.62,48,8.63,681,4,0,2638.5,3,0
25,67060.08,9.4,9667.76,60,7.61,724,2,1,5394.11,7,0
28,65623.96,6.9,14804.12,24,7.23,738,2,0,4804.3,11,0
46,47575.59,9.2,7124.86,60,10.99,543,1,0,3809.76,2,1
27,39863.51,15.0,4851.86,24,8.57,659,1,2,3101.26,9,0
29,85375.63,6.1,7217.81,48,9.73,639,4,1,6932.51,13,0
40,36550.82,0.5,7220.42,48,12.46,491,5,0,2854.13,8,1
31,57617.48,0.4,17222.22,36,8.07,650,3,0,4261.22,2,1
38,50782.23,0.1,100000.0,36,7.21,746,5,0,1134.53,4,0
23,19281.85,3.4,4598.31,12,11.4,565,4,0,1199.56,5,1
45,157861.71,1.1,12284.32,48,11.01,537,4,0,12837.59,16,0
35,24000.97,9.2,8991.71,36,6.98,742,1,1,1722.53,12,0
48,78024.37,0.3,19856.33,36,11.84,539,2,2,5844.03,2,1
31,15000.0,3.8,12258.96,12,10.08,609,4,0,171.79,16,0
24,32344.63,3.6,10014.31,48,9.09,641,3,0,2445.75,17,0
25,68937.64,1.2,15120.78,36,7.76,720,2,0,5272.65,4,0
26,30124.6,1.2,64480.91,48,10.3,609,3,0,865.68,15,1
46,51268.24,2.7,33936.33,12,7.18,784,3,0,1333.14,13,0
31,46963.39,1.0,42792.34,60,8.12,721,1,0,3043.48,12,0
32,36658.27,6.6,6428.31,36,8.92,675,6,0,2850.68,12,0
37,15000.0,7.7,4627.83,48,11.55,493,2,0,1129.15,12,0
34,19523.08,10.4,14485.53,60,11.62,534,3,0,1307.48,13,0
25,38104.07,3.5,27120.22,24,10.6,587,2,0,1916.36,13,0
36,76786.5,1.4,15747.47,24,9.92,616,3,0,5672.79,10,0
24,37258.02,2.8,4015.47,12,8.17,695,3,1,2755.22,5,1
18,75145.97,5.3,4405.71,48,10.34,572,5,1,6149.7,0,1
30,90955.11,2.5,12843.84,24,9.11,591,2,0,6992.18,3,0
44,49167.85,2.8,43251.83,36,7.89,674,7,0,2744.16,12,0
18,38969.48,4.2,5471.22,48,8.18,705,3,0,3113.43,0,1
38,89219.62,1.1,6316.95,36,4.87,850,3,0,7246.01,4,0
52,15000.0,2.6,6278.73,36,11.6,524,0,0,1042.65,17,0
34,46511.73,7.5,20747.96,36,10.71,549,3,0,3199.56,12,0
30,101154.56,3.2,18490.32,36,7.6,744,2,1,7853.53,11,0
48,15000.0,8.5,14838.53,24,7.39,738,4,0,583.01,17,0
37,33143.34,1.3,19911.12,24,8.02,691,7,2,1861.24,1,0
34,69108.31,6.1,2663.46,24,8.66,699,2,0,5637.76,3,0
49,65059.78,10.8,15680.92,24,10.88,541,3,0,4691.67,17,0
18,41253.63,1.7,45227.66,24,11.04,584,0,0,1329.0,6,0
18,16361.08,5.7,17570.93,48,7.32,749,5,0,940.05,0,1
27,25333.98,4.6,26612.4,36,9.54,650,5,0,1258.19,4,0
48,31528.2,9.8,11719.5,36,6.54,764,2,2,2267.95,3,0
36,33350.16,2.4,6649.82,48,7.31,687,1,1,2618.98,10,0
36,74353.92,15.8,38005.59,36,7.76,720,1,1,5009.41,13,0
30,32934.74,13.7,31046.1,60,9.32,658,1,1,2095.26,9,0
43,98255.37,5.9,9014.23,48,8.05,708,2,0,7967.67,0,1
41,68970.23,2.8,11086.24,36,9.89,598,4,1,5390.37,3,0
42,108052.82,2.8,6193.48,24,9.34,647,4,0,8720.49,15,1
34,67496.39,1.6,40836.09,48,10.76,545,4,1,4574.02,5,1
30,36014.23,4.6,21321.73,24,8.86,613,1,0,2028.48,1,0
47,118386.5,4.5,12090.14,24,9.41,629,0,0,9310.93,10,0
51,25155.31,0.9,15531.49,12,10.0,606,6,0,730.81,14,0
18,95741.75,0.4,3659.79,24,10.7,569,3,0,7808.41,0,1
37,143407.84,5.2,15893.34,24,10.66,572,2,0,11212.4,14,0
31,38403.34,2.0,3797.16,24,10.89,555,1,0,3023.5,0,1
18,21559.87,2.4,9954.21,24,14.73,437,1,0,1315.29,2,1
32,59738.52,0.5,12024.69,24,11.06,519,0,0,4417.43,13,0
32,92423.6,6.5,5201.79,12,8.59,642,2,0,7248.05,16,0
29,31566.39,0.9,13974.58,60,7.94,665,3,2,2347.58,12,0
51,37121.73,4.1,21976.22,60,10.0,580,4,0,2626.55,13,0
22,38225.33,1.1,8894.01,48,11.52,539,3,2,2953.32,13,0
27,21311.05,1.4,7283.15,48,10.33,592,3,0,1590.05,12,0
18,26227.24,2.1,9308.59,48,9.35,644,5,1,1952.41,4,0
38,48219.59,5.7,9292.73,36,9.36,619,1,0,3721.23,1,0
38,15000.0,1.0,14728.88,36,9.27,632,2,1,779.77,6,0
42,53555.67,5.2,34826.83,36,8.89,662,1,0,3357.27,10,0
34,44550.39,2.3,5963.02,36,8.7,676,4,0,3523.74,7,0
47,53528.96,5.4,3486.71,36,10.92,566,3,0,4346.73,6,0
31,31826.65,0.5,35742.0,60,5.38,850,3,0,1971.48,8,1
30,15000.0,3.6,10209.35,36,5.08,850,3,1,943.65,14,0
43,235501.55,8.5,10426.31,36,8.48,676,3,0,19296.09,11,0
20,32048.08,1.3,18609.63,36,6.42,768,1,0,2100.98,0,1
28,61613.08,9.2,3875.22,60,9.04,639,6,0,5053.9,9,0
29,15000.0,2.5,34504.96,48,9.46,587,1,1,383.79,13,0
50,47848.42,0.9,2200.66,36,13.02,474,2,0,3913.2,13,0
18,50190.28,4.0,6442.41,12,10.82,554,3,0,3613.67,7,0
41,16179.4,3.2,10529.27,48,10.33,595,2,0,1079.56,11,0
33,77709.38,1.9,6202.59,36,8.61,650,1,0,6279.67,12,0
44,35725.65,5.5,15548.78,60,12.91,485,4,0,2624.07,11,0
27,36417.36,2.6,50674.09,48,9.3,660,2,1,1766.52,16,0
40,15000.0,0.6,10213.12,48,5.93,765,5,0,1010.47,0,1
41,15312.34,0.6,5670.07,36,8.32,703,3,0,1097.51,13,0
48,26553.81,12.8,55455.57,60,6.68,758,2,0,1123.08,1,0
51,24631.58,11.1,15464.14,36,8.76,657,6,0,1562.6,4,0
34,106200.57,2.6,21479.85,60,7.21,762,2,0,8422.59,7,0
35,93281.27,4.5,7381.88,48,10.11,583,4,1,7585.83,0,1
30,19551.12,1.0,16668.85,48,10.0,612,1,1,1206.49,2,1
42,48088.43,2.4,12993.73,48,8.6,686,5,1,3686.48,14,0
24,22165.01,0.7,5473.09,48,7.33,696,2,1,1715.18,10,0
23,32135.04,2.2,28097.24,36,8.32,702,3,0,1793.3,2,1
27,27044.21,8.5,56521.0,36,9.11,662,1,1,453.44,12,0
37,56842.48,1.6,83336.54,48,7.67,707,4,0,2715.27,2,1
24,18526.73,1.6,4280.54,48,7.98,738,4,0,1439.43,2,1
24,67704.07,0.4,14040.62,24,5.47,797,1,0,5023.06,15,1
27,78135.03,16.2,7382.17,60,8.6,602,0,0,6359.44,0,1
39,18472.39,0.1,8797.56,48,9.24,636,7,0,1319.43,9,0
31,118130.48,0.0,15898.52,36,9.32,640,3,0,9336.27,9,0
30,32736.44,2.9,5994.2,60,14.82,404,3,0,2586.0,9,0
56,37746.41,4.4,8254.96,48,5.69,821,3,0,2952.84,9,0
46,81963.7,9.8,20261.01,36,11.69,558,5,1,6160.35,0,1
21,26902.61,14.5,15085.33,24,10.5,588,0,0,1542.29,2,1
37,35638.08,1.5,38570.32,48,8.05,714,6,0,2027.32,16,0
36,21054.77,3.2,10086.73,48,6.25,819,3,0,1516.52,0,1
30,25379.38,0.3,7736.96,48,9.1,619,5,0,1922.05,9,0
43,21895.88,1.8,50788.24,60,10.78,576,3,0,725.96,16,0
20,24485.92,29.8,22095.6,36,7.54,735,3,0,1352.78,8,1
26,28028.7,2.1,8423.17,36,7.07,782,4,0,2075.37,6,0
18,33887.08,0.5,10356.73,24,7.92,736,3,0,2355.89,14,0
18,144583.64,6.6,7692.15,24,10.43,610,2,0,11692.15,8,1
18,38162.38,3.4,3643.06,24,9.09,643,3,0,3013.62,9,0
38,75073.78,4.7,10505.1,48,7.48,746,4,1,6002.24,1,0
45,30133.7,8.9,22075.34,24,9.72,594,5,0,1495.33,8,1
29,15000.0,0.2,10149.4,48,5.56,829,3,0,1013.68,5,1
35,29457.72,3.4,8719.41,48,11.11,503,4,0,2228.99,17,0
46,30423.91,1.0,6868.26,48,7.88,668,6,0,2368.04,4,0
37,15000.0,4.2,52804.83,60,5.6,830,5,0,238.93,0,1
48,47812.15,5.1,20697.86,36,9.62,645,1,1,3320.17,17,0
52,41129.5,2.8,20009.15,36,5.76,824,1,0,2820.91,13,0
39,21693.2,2.0,6787.49,24,12.52,466,6,0,1486.61,6,0
34,41557.5,4.4,20141.23,12,13.56,432,1,1,1658.87,15,1
20,25726.82,2.2,19456.76,36,11.02,573,5,0,1506.73,8,1
43,15000.0,8.0,34648.28,12,9.96,635,2,1,-1795.49,9,0
18,61436.74,1.9,6146.37,12,7.72,710,4,1,4585.86,9,0
43,32312.59,6.4,3961.84,24,7.55,712,2,1,2514.34,9,0
44,22294.11,0.2,6700.31,48,5.54,803,2,1,1701.9,9,0
34,15000.0,1.9,14528.71,24,12.49,489,3,2,562.75,14,0
43,15000.0,2.4,36650.0,48,10.48,568,3,1,311.99,9,0
36,48156.87,2.6,18984.14,24,10.86,581,1,0,3129.5,17,0
29,25259.62,1.1,17119.13,24,9.38,646,0,0,1319.9,4,0
22,26219.91,25.6,11631.4,48,9.37,592,2,0,1893.5,17,0
33,15000.0,0.4,22378.19,36,9.63,693,5,1,531.8,7,0
19,224523.56,9.3,4828.71,36,5.9,809,3,0,18563.62,9,0
41,19991.5,6.0,24726.09,36,9.75,617,3,0,871.02,10,0
35,68762.69,1.5,12513.08,24,6.24,780,4,0,5174.28,7,0
30,123114.76,6.9,5391.09,12,8.35,680,4,1,9789.73,10,0
35,20699.0,0.3,16168.24,24,9.65,631,6,0,981.44,4,0
28,21208.84,2.6,8005.62,48,7.18,744,6,0,1575.03,6,0
35,49274.52,5.6,22932.74,24,5.12,827,3,1,3098.89,15,1
20,46789.64,1.9,100000.0,48,7.46,725,3,0,1483.11,16,0
53,46727.66,2.2,3232.92,36,7.86,738,2,0,3792.87,0,1
45,24325.18,4.6,10723.67,48,8.38,694,1,0,1763.39,1,0
29,52046.5,4.8,12089.18,24,10.71,538,2,0,3775.38,5,1
43,38484.29,4.0,11848.5,36,6.72,720,3,0,2842.69,17,0
32,31025.24,7.9,23448.48,36,8.2,679,4,0,1848.48,13,0
34,49610.14,3.0,7509.68,36,8.01,684,2,1,3898.82,13,0
50,37644.84,1.0,10102.68,12,10.61,597,3,1,2246.02,9,0
36,30102.91,2.5,20351.07,48,9.29,669,5,1,1999.33,7,0
24,24511.09,3.7,18791.0,12,8.95,608,7,1,399.73,8,1
40,51280.45,7.5,34580.96,24,6.66,773,6,0,2730.42,6,0
30,65197.67,3.6,3994.24,48,11.46,583,2,0,5329.01,1,0
38,111849.93,21.3,1000.0,48,6.1,836,6,0,9297.3,9,0
36,20141.36,9.7,6226.28,36,10.01,595,3,0,1477.51,0,1
37,31691.09,9.1,24972.32,36,9.18,651,1,0,1844.72,5,1
43,21434.73,1.4,16803.22,60,10.06,600,2,0,1428.71,12,0
32,31561.35,4.1,1000.0,36,9.27,637,4,3,2598.19,0,1
40,24654.91,14.2,40967.13,12,10.41,539,2,0,-1554.9,7,0
32,37938.17,1.9,9601.59,48,6.68,756,2,0,2933.01,16,0
32,38921.81,2.0,2226.54,48,9.99,590,2,1,3187.02,4,0
38,47086.31,8.7,7510.63,36,4.99,841,2,0,3698.79,12,0
39,271538.14,1.4,10458.67,36,5.35,785,5,0,22313.08,8,1
44,26911.08,3.3,31210.71,48,4.75,848,3,1,1527.36,14,0
31,38426.38,13.8,18898.5,12,9.39,585,8,0,1546.08,17,0
26,26729.54,3.6,8143.84,24,7.46,752,1,1,1861.14,17,0
25,118208.45,1.5,9996.29,36,9.08,623,2,0,9532.45,5,1
23,35024.79,13.2,14266.35,60,13.14,441,3,0,2593.11,4,0
45,34922.01,3.9,59965.18,12,8.98,628,5,0,-2333.32,2,1
42,43847.13,4.9,12053.7,48,10.16,614,3,0,3347.29,1,0
50,139463.36,5.9,44990.62,48,7.28,747,2,0,10538.74,16,0
35,60900.47,8.4,11639.91,48,7.81,703,4,0,4791.91,17,0
35,160991.72,8.1,6968.49,60,6.6,726,1,1,13279.3,1,0
31,41141.3,0.7,6379.38,24,13.49,466,3,0,3123.68,9,0
34,24786.89,4.3,33989.77,36,7.17,735,2,0,1013.42,3,0
51,23561.69,1.6,9090.4,48,10.03,596,1,1,1732.79,9,0
31,98927.76,2.6,1823.24,48,9.1,653,2,0,8198.52,7,0
18,15000.0,1.0,16085.16,48,10.61,592,0,0,837.31,7,0
65,29139.49,1.7,6178.86,48,4.77,824,1,0,2286.64,13,0
20,53629.98,0.7,13292.83,48,11.73,513,3,0,4120.87,0,1
34,28637.29,7.2,46266.72,60,9.71,643,3,0,1410.0,10,0
35,26710.31,7.1,13040.29,48,8.96,618,1,0,1901.6,0,1
20,39739.86,5.0,13272.17,12,9.54,634,7,0,2147.66,17,0
48,43074.17,8.1,38869.17,36,6.31,809,3,0,2401.57,5,1
25,39874.64,1.5,21355.31,48,11.0,535,4,0,2770.95,13,0
44,98816.64,14.8,9111.25,24,6.68,737,2,0,7828.11,11,0
47,35936.93,2.8,2652.0,12,10.06,621,4,2,2761.52,16,0
25,50887.75,10.6,16375.88,36,11.94,528,4,1,3697.2,17,0
32,60155.76,4.5,29157.85,48,8.33,674,5,0,4296.63,7,0
45,23161.05,2.7,15946.27,48,9.52,639,6,0,1529.32,8,1
34,52892.98,0.2,14664.47,60,8.29,691,5,0,4108.37,16,0
50,45836.18,6.1,5064.25,36,10.62,624,3,1,3654.79,12,0
45,17487.74,1.2,11873.28,24,8.42,665,3,0,918.04,16,0
38,41372.71,0.9,10899.21,48,8.44,659,3,0,3179.39,4,0
37,35355.78,2.1,8333.91,60,4.7,822,1,0,2790.19,10,0
49,18152.2,15.4,27996.38,12,13.22,467,4,0,-990.77,6,0
42,24599.32,5.2,3743.44,48,5.34,802,2,1,1963.16,16,0
35,33653.57,0.7,17588.13,24,8.41,717,2,0,2005.71,9,0
31,15091.99,14.9,57101.95,48,6.71,736,2,0,-102.04,16,0
37,15217.56,3.4,38457.7,60,6.34,736,2,1,518.54,13,0
25,21816.79,0.7,7291.55,60,8.28,663,1,0,1669.24,6,0
37,46840.76,12.5,100000.0,12,8.38,618,3,0,-4813.03,16,0
33,22030.23,1.1,16151.04,48,12.5,476,0,0,1406.56,8,1
21,28792.91,13.8,3799.05,12,5.69,820,2,0,2072.98,9,0
25,31038.55,2.9,13678.39,60,9.64,637,4,0,2298.34,7,0
35,58800.5,2.2,6745.48,60,8.95,695,2,0,4760.18,6,0
38,30605.04,0.5,21141.51,36,9.46,601,1,0,1873.59,13,0
37,49396.76,3.4,14201.55,36,9.28,610,4,0,3662.94,4,0
48,51041.85,6.1,30948.95,12,9.63,609,3,0,1537.91,13,0
49,16664.99,6.0,8167.79,48,9.26,652,3,0,1184.48,12,0
47,86296.36,10.8,5748.42,24,9.92,626,3,0,6926.31,11,0
35,40794.33,16.3,3415.37,36,7.31,745,6,2,3293.59,9,0
34,186933.05,4.2,4969.16,48,7.84,688,3,0,15456.82,7,0
33,37453.12,1.4,13381.22,48,8.62,657,1,0,2790.51,6,0
26,31898.49,7.3,8333.31,24,6.0,763,3,1,2288.87,14,0
23,60359.57,6.9,8991.94,12,9.2,639,4,0,4242.77,4,0
41,89342.72,1.7,9769.6,24,12.09,502,3,0,6984.93,17,0
37,15000.0,2.9,46195.56,60,7.0,784,2,0,335.27,13,0
33,54288.65,21.5,3320.33,24,7.38,739,4,0,4374.82,6,0
49,44832.02,4.6,10591.82,48,10.5,557,4,0,3464.82,1,0
32,43852.91,0.4,2179.78,48,13.07,494,4,1,3595.86,5,1
25,73302.95,1.1,4793.78,48,7.81,721,1,0,5991.98,17,0
27,39127.52,2.5,6220.01,48,9.0,658,6,1,3105.84,4,0
24,18526.73,1.6,4280.54,48,7.98,738,4,0,1439.43,2,1
20,25975.59,11.0,5721.43,36,8.65,637,6,0,1983.62,6,0
44,15000.0,3.9,100000.0,48,8.86,637,7,0,-1231.86,10,0
28,23510.17,0.1,26696.61,60,9.17,644,2,0,1402.8,8,1
28,15000.0,0.8,42711.73,48,7.09,729,1,1,225.43,13,0
56,30209.68,9.1,42748.41,48,8.21,700,3,0,1469.64,13,0
60,78845.81,7.6,15546.57,36,5.3,849,4,1,6102.44,9,0
37,35862.61,8.0,4586.46,48,11.42,527,2,1,2869.07,16,0
26,24724.08,2.4,29932.36,36,10.98,542,6,0,1080.68,6,0
42,46101.91,2.4,17789.18,36,9.06,650,5,0,3275.64,15,1
46,26716.4,3.2,12300.11,24,9.42,612,3,0,1662.07,10,0
41,15000.0,2.4,14807.7,48,10.66,576,4,1,869.73,0,1
31,62844.96,8.7,16398.31,36,6.49,806,4,0,4734.56,2,1
59,89904.66,2.5,6602.96,48,10.8,553,6,1,7322.04,9,0
40,18511.21,1.9,32037.0,48,7.09,739,1,0,774.1,15,1
47,35358.91,13.9,23514.39,24,9.47,640,4,0,1867.25,7,0
39,15000.0,0.8,27894.15,60,10.28,599,3,0,653.48,16,0
39,56005.33,2.0,7302.72,48,9.48,618,6,0,4483.71,4,0
37,15000.0,13.4,21231.7,48,8.95,641,2,1,722.15,3,0
47,15000.0,2.7,12398.32,36,6.56,771,1,1,869.67,11,0
51,60580.37,8.8,4682.51,24,9.02,684,1,0,4834.4,6,0
21,83574.17,1.3,11324.62,36,4.93,847,1,0,6625.46,12,0
18,22489.19,7.2,61975.17,24,6.83,759,2,0,-895.92,2,1
37,33327.61,3.0,16909.08,48,10.31,569,3,0,2345.92,5,1
22,49442.91,4.3,23066.92,12,11.41,578,2,1,2077.14,7,0
43,19730.93,2.0,3352.13,48,10.72,572,4,0,1558.06,5,1
37,64542.37,1.8,16742.43,60,10.44,552,6,1,5019.17,16,0
24,93086.05,34.2,13024.55,12,7.06,714,4,0,6629.84,3,0
33,55200.22,8.3,15171.42,24,9.52,606,4,1,3903.29,1,0
39,15073.47,1.4,12575.98,48,7.76,713,2,0,950.52,2,1
37,37283.15,0.8,7914.24,36,8.03,702,4,0,2858.82,6,0
33,42133.98,1.1,13115.95,24,8.81,694,2,0,2913.11,11,0
22,15000.0,1.7,18951.1,36,7.05,687,4,0,664.41,12,0
41,79150.03,0.9,3806.01,24,9.48,614,3,1,6421.12,6,0
25,24180.85,11.4,8162.22,36,10.13,602,2,0,1751.2,14,0
38,47376.59,6.5,20128.25,48,8.82,685,3,1,3448.88,12,0
33,69437.08,4.2,21675.2,48,9.82,611,4,0,5238.56,12,0
25,162539.97,5.4,10673.05,60,8.69,688,2,0,13325.04,1,0
43,33775.42,1.1,4571.32,60,11.86,555,0,0,2713.25,3,0
20,31565.57,8.7,10477.05,24,8.96,636,3,1,2152.02,4,0
41,77471.48,5.6,31900.54,36,5.05,821,6,0,5499.15,13,0
25,72714.61,1.2,3075.88,48,11.2,620,2,0,5979.75,13,0
34,33431.51,3.3,16933.13,60,6.62,743,0,0,2453.69,15,1
19,15000.0,0.7,55858.25,36,6.43,757,3,2,-460.22,5,1
25,18761.67,5.1,18730.47,12,11.53,545,2,0,-96.59,5,1
41,35750.9,2.0,47779.16,48,8.76,608,2,0,1795.69,8,1
32,48016.66,8.0,17641.17,24,9.34,690,0,0,3192.7,14,0
26,15000.0,4.4,13753.81,36,13.53,437,6,0,783.06,10,0
37,44022.3,20.6,7341.87,12,9.51,614,3,0,3024.73,4,0
30,19818.15,4.0,3673.07,12,9.59,685,3,0,1329.29,14,0
44,59976.58,17.6,58951.32,24,6.81,791,3,0,2363.72,11,0
44,60483.09,1.9,58875.0,24,4.98,850,1,0,2457.86,12,0
38,15000.0,3.0,4898.34,48,6.14,767,2,0,1134.65,16,0
45,19117.38,5.5,6846.31,48,11.75,534,2,1,1413.66,12,0
36,30504.07,12.0,37737.34,48,11.27,572,4,0,1561.71,8,1
25,59806.13,3.9,12062.88,48,6.6,739,5,0,4697.22,16,0
46,144080.88,14.1,10283.61,48,6.87,756,1,1,11761.11,0,1
29,33907.77,7.6,11216.82,24,9.17,643,3,1,2312.33,2,1
38,25815.2,11.7,10969.28,36,11.05,558,2,0,1791.89,2,1
41,58735.11,7.2,3760.14,36,9.49,594,3,0,4774.16,9,0
43,60635.98,5.2,11129.55,60,11.2,535,4,0,4809.9,2,1
54,94157.68,2.1,28717.56,12,9.06,645,3,0,5334.28,14,0
45,42386.67,3.2,27551.29,36,11.61,555,4,0,2622.25,11,0
21,56409.6,11.3,11028.99,48,6.81,723,5,1,4437.67,1,0
27,56231.07,9.8,27634.47,36,10.37,612,5,0,3789.43,16,0
26,69340.74,0.7,20878.01,48,11.28,562,5,0,5235.95,6,0
51,57661.34,17.2,17813.27,12,8.05,671,2,0,3255.15,3,0
47,124780.21,9.2,22786.29,24,10.45,556,2,0,9342.14,9,0
51,26119.01,5.0,6329.82,36,10.53,566,2,1,1970.76,0,1
37,91829.1,34.4,9248.9,60,8.77,650,0,0,7461.46,3,0
28,19742.92,7.9,14225.51,36,9.77,558,4,1,1187.76,8,1
38,101886.66,0.4,2815.01,48,9.6,639,5,0,8419.7,2,1
35,192196.09,5.7,18529.92,48,10.12,563,4,0,15545.31,9,0
60,50497.39,0.1,14250.31,24,10.5,602,3,0,3547.24,17,0
34,36021.56,2.9,7499.19,48,9.59,605,4,1,2813.07,8,1
56,35942.53,6.4,22708.13,48,9.54,642,3,0,2424.28,9,0
41,61269.08,0.8,18113.01,36,4.6,850,2,1,4566.14,7,0
44,15000.0,1.2,8259.57,24,9.99,564,2,0,868.9,1,0
33,17310.78,0.9,10609.26,24,8.89,674,3,1,958.42,7,0
46,46386.09,2.1,5551.73,24,9.3,624,1,0,3611.11,17,0
38,18261.23,4.4,9578.01,36,9.45,620,0,0,1215.18,5,1
32,163369.12,4.8,8241.96,48,6.44,741,2,0,13418.86,13,0
36,44795.21,2.0,53090.86,48,12.98,445,1,0,2309.17,2,1
39,25268.31,0.0,5126.99,24,7.79,722,2,0,1874.3,3,0
38,55485.71,2.4,39523.98,48,11.46,524,4,0,3593.44,8,1
39,46513.43,2.7,25576.12,48,9.09,706,2,2,3238.56,6,0
42,15000.0,3.9,12415.43,36,7.56,681,3,0,863.46,10,0
40,19309.99,5.0,11263.62,36,7.53,757,3,0,1258.64,1,0
40,22684.72,0.5,14232.38,36,10.33,590,2,0,1428.95,15,1
18,46751.54,5.5,3684.46,60,10.11,595,0,0,3817.48,2,1
22,32326.11,3.1,6964.25,60,8.86,624,4,0,2549.75,7,0
24,64737.56,0.2,8883.71,48,8.94,690,7,0,5173.98,1,0
44,39276.72,2.7,40921.75,24,12.01,504,5,0,1346.54,1,0
34,59010.01,2.5,26324.56,36,8.37,684,3,0,4088.08,4,0
40,24337.77,1.8,29334.28,48,7.28,717,3,1,1321.88,10,0
47,71241.41,12.4,14607.05,48,9.32,690,4,0,5571.06,3,0
51,55197.04,0.5,3199.92,48,4.56,850,4,0,4526.7,9,0
46,75208.44,0.6,17842.81,48,10.22,569,0,0,5812.94,6,0
32,15000.0,1.5,31620.12,36,7.43,767,5,1,267.43,3,0
52,103394.98,2.7,23263.28,48,11.37,523,1,0,8010.81,14,0
33,133787.55,5.2,24932.76,60,10.08,602,4,0,10618.23,6,0
37,15000.0,32.2,16577.93,12,10.39,577,1,1,-210.47,16,0
33,15000.0,5.2,4744.85,48,7.11,736,4,0,1136.14,7,0
56,54554.81,1.8,14052.26,48,11.62,539,5,0,4178.8,9,0
30,49440.72,2.3,21238.66,60,7.98,665,3,0,3689.62,11,0
29,25821.05,1.3,15472.95,12,7.09,738,3,1,812.29,14,0
24,100158.05,1.1,10010.84,48,6.91,724,5,0,8107.2,10,0
24,15000.0,0.0,21074.02,36,11.38,560,3,0,556.27,3,0
21,92976.84,2.3,100000.0,48,6.88,753,0,0,5359.01,10,0
34,40573.66,25.2,3930.36,36,7.27,718,2,0,3259.29,15,1
35,80767.31,2.2,39242.23,36,7.67,679,4,2,5506.87,1,0
26,265066.51,5.8,9279.07,12,8.69,645,5,0,21278.74,17,0
44,15000.0,4.9,19720.58,24,5.19,795,4,2,383.15,3,0
29,18758.57,0.9,10603.19,12,10.6,595,4,0,628.06,3,0
24,106575.76,1.9,72176.68,36,12.82,467,4,0,6455.65,0,1
49,56086.67,21.3,17766.86,60,9.64,611,2,0,4299.54,3,0
25,40049.75,5.8,31215.45,60,6.66,762,2,1,2724.37,12,0
18,130618.7,15.4,44658.7,24,6.03,827,4,1,8904.99,17,0
41,35397.88,8.0,1663.09,48,13.04,461,3,0,2905.17,8,1
18,23612.68,15.9,38233.86,36,6.34,799,5,0,798.68,4,0
33,18084.35,0.9,10311.92,36,8.41,710,3,1,1181.94,1,0
35,51272.04,2.6,29321.31,12,7.72,724,2,0,1725.85,13,0
50,21785.55,5.7,10727.34,36,9.96,595,8,1,1469.52,13,0
35,15000.0,1.4,61992.84,24,10.92,556,3,0,-1637.05,1,0
55,50092.8,3.5,8025.15,48,6.0,794,3,1,3985.93,9,0
34,34457.47,2.4,10041.01,24,8.12,693,0,0,2416.78,5,1
33,38813.35,7.7,16002.35,36,5.31,841,3,2,2752.61,15,1
33,38601.39,3.3,30632.61,48,9.01,634,1,0,2454.34,6,0
24,87868.31,2.5,11866.46,48,11.26,542,5,0,7014.16,14,0
33,90136.94,0.6,11563.64,48,6.85,752,1,1,7235.31,12,0
18,21526.24,0.1,36103.3,48,7.6,732,4,0,919.23,11,0
37,15000.0,2.0,18810.26,60,10.58,615,2,0,844.95,15,1
18,15000.0,5.6,6345.37,24,12.18,507,1,0,950.77,2,1
18,15000.0,0.1,17042.92,48,9.65,644,0,0,820.61,17,0
40,85449.56,1.7,13718.53,12,9.46,576,2,0,5918.16,7,0
40,20201.74,7.3,8430.04,60,7.48,720,3,0,1514.64,10,0
29,40492.32,9.7,13224.54,48,10.06,601,6,2,3038.57,0,1
18,66160.16,3.5,6173.65,12,4.76,850,2,0,4985.51,17,0
34,105194.34,8.2,9704.87,24,10.79,560,1,1,8314.82,10,0
47,91257.58,0.2,21825.38,36,7.66,703,3,0,6924.29,3,0
37,15000.0,4.7,16538.55,60,10.14,613,3,0,897.46,17,0
37,144466.93,2.8,10692.41,36,7.19,733,5,0,11707.83,5,1
31,119683.86,7.6,3938.9,48,7.03,733,2,1,9879.28,13,0
41,27656.21,0.1,97164.76,36,10.29,592,5,0,-843.8,2,1
48,22980.02,0.3,38601.81,24,7.04,705,3,0,186.0,14,0
35,15000.0,11.7,14399.33,36,6.43,762,2,1,809.13,16,0
42,51466.09,0.2,60980.45,48,8.42,709,2,0,2788.08,10,0
24,29106.55,4.6,8827.75,36,7.28,740,0,2,2151.84,7,0
36,95024.98,0.3,19039.7,48,7.84,698,4,0,7455.36,11,0
52,15000.0,5.5,13224.24,36,8.33,680,2,0,833.58,14,0
